BEARINGID,CODE,NAME=型号,MANUFACTURE,DESCRIPTION,BPFO=外圈,BPFI=内圈,BSF=滚子,FTF=保持架,EDITSTATUS
251,ZC000251,2206H.1.2,BARDEN,BARDEN PRECISION BEARINGS,4.3875,6.6125,1.0743,0.3989,0
252,ZC000252,2212H.1.2,BARDEN,BARDEN PRECISION BEARINGS,5.8162,8.1838,1.3015,0.4154,0
253,ZC000253,2216H.1.2,BARDEN,BARDEN PRECISION BEARINGS,6.3225,8.6775,1.4076,0.4215,0
254,ZC000254,2307H.1.2,BARDEN,BARDEN PRECISION BEARINGS,4.2615,6.7385,0.9552,0.3874,0
255,ZC000255,2308H.1.2,BARDEN,BARDEN PRECISION BEARINGS,4.2985,6.7015,0.9877,0.3908,0
256,ZC000256,305.1.2,BARDEN,BARDEN PRECISION BEARINGS,2.6254,4.3746,0.9175,0.3751,0
257,ZC000257,314.1.2,BARDEN,BARDEN PRECISION BEARINGS,3.0966,4.9034,1.0275,0.3871,0
258,ZC000258,101.4,BARDEN,BARDEN PRECISION BEARINGS,3.0795,4.9205,2.0128,0.3849,0
259,ZC000259,103H.4,BARDEN,BARDEN PRECISION BEARINGS,5.3515,7.6485,2.648,0.4117,0
260,ZC000260,119H.4,BARDEN,BARDEN PRECISION BEARINGS,9.1582,11.8418,3.7175,0.4361,0
261,ZC000261,120H.4,BARDEN,BARDEN PRECISION BEARINGS,9.6505,12.3495,3.87755,0.4387,0
262,ZC000262,202H.4,BARDEN,BARDEN PRECISION BEARINGS,3.773,6.227,1.8495,0.3773,0
263,ZC000263,2102H.4,BARDEN,BARDEN PRECISION BEARINGS,4.3215,6.6785,1.00885,0.3929,0
264,ZC000264,2107H.4,BARDEN,BARDEN PRECISION BEARINGS,6.3875,8.6125,1.4939,0.4258,0
265,ZC000265,2206H.4,BARDEN,BARDEN PRECISION BEARINGS,4.3875,6.6125,1.0743,0.3989,0
266,ZC000266,2212H.4,BARDEN,BARDEN PRECISION BEARINGS,5.8162,8.1838,1.3015,0.4154,0
267,ZC000267,2216H.4,BARDEN,BARDEN PRECISION BEARINGS,6.3225,8.6775,1.4076,0.4215,0
268,ZC000268,2307H.4,BARDEN,BARDEN PRECISION BEARINGS,4.2615,6.7385,0.9552,0.3874,0
269,ZC000269,2308H.4,BARDEN,BARDEN PRECISION BEARINGS,4.2985,6.7015,0.9877,0.3908,0
270,ZC000270,305.4,BARDEN,BARDEN PRECISION BEARINGS,2.6254,4.3746,0.9175,0.3751,0
271,ZC000271,314.4,BARDEN,BARDEN PRECISION BEARINGS,3.0966,4.9034,1.0275,0.3871,0
272,ZC000272,120H.5,BARDEN,BARDEN PRECISION BEARINGS,9.6505,12.3495,3.87755,0.4387,0
273,ZC000273,2102H.5,BARDEN,BARDEN PRECISION BEARINGS,4.3215,6.6785,1.00885,0.3929,0
274,ZC000274,2107H.5,BARDEN,BARDEN PRECISION BEARINGS,6.3875,8.6125,1.4939,0.4258,0
275,ZC000275,2307H.5,BARDEN,BARDEN PRECISION BEARINGS,4.2615,6.7385,0.9552,0.3874,0
276,ZC000276,2308H.5,BARDEN,BARDEN PRECISION BEARINGS,4.2985,6.7015,0.9877,0.3908,0
277,ZC000277,305.5,BARDEN,BARDEN PRECISION BEARINGS,2.6254,4.3746,0.9175,0.3751,0
278,ZC000278,01B215,COOPER,COO,5.105,6.895,3.277,0.425,0
279,ZC000279,01B315,COOPER,COO,5.105,8.022,3.357,0.427,0
280,ZC000280,01B407,COOPER,COO,6.88,9.12,3.503,0.43,0
281,ZC000281,01B415,COOPER,COO,6.909,9.091,3.598,0.432,0
282,ZC000282,01B507,COOPER,COO,6.933,9.067,3.683,0.433,0
283,ZC000283,01B508,COOPER,COO,6.933,9.067,3.683,0.433,0
284,ZC000284,02B307,COOPER,COO,5.833,8.167,2.917,0.417,0
285,ZC000285,02B315,COOPER,COO,5.833,8.167,2.917,0.417,0
286,ZC000286,031100E,COOPER,COO,6.764,9.236,3.16,0.423,0
287,ZC000287,031100X,COOPER,COO,6.794,9.206,3.24,0.425,0
288,ZC000288,031400E,COOPER,COO,6.85,9.15,3.405,0.428,0
289,ZC000289,031400X,COOPER,COO,6.835,9.165,3.362,0.427,0
290,ZC000290,031700E,COOPER,COO,8.693,11.307,3.759,0.435,0
291,ZC000291,031800E,COOPER,COO,7.8,10.2,3.683,0.433,0
292,ZC000292,031800X,COOPER,COO,6.909,9.091,3.598,0.432,0
293,ZC000293,032200E,COOPER,COO,8.8,11.2,4.107,0.44,0
294,ZC000294,032300E,COOPER,COO,9.722,12.278,4.244,0.442,0
295,ZC000295,03B407,COOPER,COO,3.915,6.085,2.196,0.392,0
296,ZC000296,03B415,COOPER,COO,4.7,7.22,2.357,0.398,0
297,ZC000297,03B507,COOPER,COO,3.915,7.286,2.226,0.393,0
298,ZC000298,11000,COOPER,COO,11.818,14.182,5.455,0.455,0
299,ZC000299,1103,COOPER,COO,4.05,5.95,2.537,0.405,0
300,ZC000300,1104,COOPER,COO,4.05,5.95,2.537,0.405,0
301,ZC000301,1105,COOPER,COO,4.05,5.95,2.537,0.405,0
302,ZC000302,1106,COOPER,COO,4.05,5.95,2.537,0.405,0
303,ZC000303,1107,COOPER,COO,4.05,5.95,2.537,0.405,0
304,ZC000304,1108,COOPER,COO,4.05,5.95,2.537,0.405,0
305,ZC000305,11100,COOPER,COO,10.889,13.111,5.354,0.454,0
306,ZC000306,1111,COOPER,COO,4.167,5.833,2.917,0.417,0
307,ZC000307,1112,COOPER,COO,4.167,5.833,2.917,0.417,0
308,ZC000308,1113,COOPER,COO,4.167,5.833,2.917,0.417,0
309,ZC000309,1114,COOPER,COO,4.167,5.833,2.917,0.417,0
310,ZC000310,1115,COOPER,COO,4.167,5.833,2.917,0.417,0
311,ZC000311,11200,COOPER,COO,11.889,14.111,5.807,0.457,0
312,ZC000312,11300,COOPER,COO,11.908,14.092,5.911,0.458,0
313,ZC000313,11400,COOPER,COO,12.895,15.105,6.294,0.461,0
314,ZC000314,11500,COOPER,COO,12.916,15.085,6.416,0.461,0
315,ZC000315,11600,COOPER,COO,13.9,16.1,6.782,0.463,0
316,ZC000316,11700,COOPER,COO,14.886,17.114,7.147,0.465,0
317,ZC000317,11800,COOPER,COO,15.874,18.127,7.512,0.467,0
318,ZC000318,11900,COOPER,COO,14.949,17.051,7.576,0.467,0
319,ZC000319,1200,COOPER,COO,4.167,5.833,2.917,0.417,0
320,ZC000320,12000,COOPER,COO,15.932,18.068,7.925,0.469,0
321,ZC000321,1203,COOPER,COO,5.054,6.946,3.091,0.421,0
322,ZC000322,1204,COOPER,COO,5.054,6.946,3.091,0.421,0
323,ZC000323,1205,COOPER,COO,5.054,6.946,3.091,0.421,0
324,ZC000324,1206,COOPER,COO,5.054,6.946,3.091,0.421,0
325,ZC000325,1207,COOPER,COO,5.054,6.946,3.091,0.421,0
326,ZC000326,1208,COOPER,COO,5.054,6.946,3.091,0.421,0
327,ZC000327,12100,COOPER,COO,16.928,19.073,8.362,0.47,0
328,ZC000328,1211,COOPER,COO,5.105,6.895,3.277,0.425,0
329,ZC000329,1212,COOPER,COO,5.105,6.895,3.277,0.425,0
330,ZC000330,1213,COOPER,COO,5.105,6.895,3.277,0.425,0
331,ZC000331,1214,COOPER,COO,5.105,6.895,3.277,0.425,0
332,ZC000332,1215,COOPER,COO,5.105,6.895,3.277,0.425,0
333,ZC000333,12200,COOPER,COO,17.913,20.087,8.711,0.471,0
334,ZC000334,12300,COOPER,COO,17.914,20.086,8.721,0.471,0
335,ZC000335,12400,COOPER,COO,18.899,21.101,9.056,0.473,0
336,ZC000336,1300,COOPER,COO,5.105,6.895,3.277,0.425,0
337,ZC000337,1303,COOPER,COO,6.013,7.987,3.477,0.43,0
338,ZC000338,1304,COOPER,COO,6.013,7.987,3.477,0.43,0
339,ZC000339,1305,COOPER,COO,6.013,7.987,3.477,0.43,0
340,ZC000340,1306,COOPER,COO,6.013,7.987,3.477,0.43,0
341,ZC000341,1307,COOPER,COO,6.013,7.987,3.477,0.43,0
342,ZC000342,1308,COOPER,COO,6.013,7.987,3.477,0.43,0
343,ZC000343,1311,COOPER,COO,5.977,8.023,3.348,0.427,0
344,ZC000344,1312,COOPER,COO,5.977,8.023,3.348,0.427,0
345,ZC000345,1313,COOPER,COO,5.977,8.023,3.348,0.427,0
346,ZC000346,1314,COOPER,COO,5.977,8.023,3.348,0.427,0
347,ZC000347,1315,COOPER,COO,5.977,8.023,3.348,0.427,0
348,ZC000348,1400,COOPER,COO,5.977,8.023,3.348,0.427,0
349,ZC000349,1403,COOPER,COO,6.88,9.12,3.503,0.43,0
350,ZC000350,1404,COOPER,COO,6.88,9.12,3.503,0.43,0
351,ZC000351,1405,COOPER,COO,6.88,9.12,3.503,0.43,0
352,ZC000352,1406,COOPER,COO,6.88,9.12,3.503,0.43,0
353,ZC000353,1407,COOPER,COO,6.88,9.12,3.503,0.43,0
354,ZC000354,1408,COOPER,COO,6.88,9.12,3.503,0.43,0
355,ZC000355,1411,COOPER,COO,6.908,9.092,3.596,0.432,0
356,ZC000356,1412,COOPER,COO,6.908,9.092,3.596,0.432,0
357,ZC000357,1413,COOPER,COO,6.908,9.092,3.596,0.432,0
358,ZC000358,1414,COOPER,COO,6.908,9.092,3.596,0.432,0
359,ZC000359,1415,COOPER,COO,6.908,9.092,3.596,0.432,0
360,ZC000360,1500,COOPER,COO,6.908,9.092,3.596,0.432,0
361,ZC000361,1503,COOPER,COO,6.933,9.067,3.683,0.433,0
362,ZC000362,1504,COOPER,COO,6.933,9.067,3.683,0.433,0
363,ZC000363,1505,COOPER,COO,6.933,9.067,3.683,0.433,0
364,ZC000364,1506,COOPER,COO,6.933,9.067,3.683,0.433,0
365,ZC000365,1507,COOPER,COO,6.933,9.067,3.683,0.433,0
366,ZC000366,1508,COOPER,COO,6.933,9.067,3.683,0.433,0
367,ZC000367,1511,COOPER,COO,7.875,10.125,3.938,0.438,0
368,ZC000368,1512,COOPER,COO,7.875,10.125,3.938,0.438,0
369,ZC000369,1513,COOPER,COO,7.875,10.125,3.938,0.438,0
370,ZC000370,1514,COOPER,COO,7.875,10.125,3.938,0.438,0
371,ZC000371,1515,COOPER,COO,7.875,10.125,3.938,0.438,0
372,ZC000372,1600,COOPER,COO,7.875,10.125,3.938,0.438,0
373,ZC000373,1607,COOPER,COO,7.891,10.109,3.995,0.438,0
374,ZC000374,1608,COOPER,COO,7.891,10.109,3.995,0.438,0
375,ZC000375,1615,COOPER,COO,8.835,11.165,4.234,0.442,0
376,ZC000376,1700,COOPER,COO,8.835,11.165,4.234,0.442,0
377,ZC000377,1715,COOPER,COO,9.845,12.155,4.71,0.448,0
378,ZC000378,1800,COOPER,COO,9.845,12.155,4.71,0.448,0
379,ZC000379,1900,COOPER,COO,9.9,12.1,4.95,0.45,0
380,ZC000380,21000,COOPER,COO,7.833,10.167,3.792,0.435,0
381,ZC000381,21100,COOPER,COO,7.846,10.154,3.836,0.436,0
382,ZC000382,2111,COOPER,COO,4.019,5.981,2.452,0.402,0
383,ZC000383,2112,COOPER,COO,4.019,5.981,2.452,0.402,0
384,ZC000384,2113,COOPER,COO,4.019,5.981,2.452,0.402,0
385,ZC000385,2114,COOPER,COO,4.019,5.981,2.452,0.402,0
386,ZC000386,2115,COOPER,COO,4.019,5.981,2.452,0.402,0
387,ZC000387,21200,COOPER,COO,8.81,11.19,4.14,0.44,0
388,ZC000388,21300,COOPER,COO,8.852,11.148,4.298,0.443,0
389,ZC000389,21400,COOPER,COO,8.862,11.138,4.337,0.443,0
390,ZC000390,21500,COOPER,COO,9.806,12.194,4.552,0.446,0
391,ZC000391,21600,COOPER,COO,9.839,12.161,4.683,0.447,0
392,ZC000392,21700,COOPER,COO,9.968,12.132,4.806,0.449,0
393,ZC000393,21800,COOPER,COO,10.814,13.186,5.008,0.451,0
394,ZC000394,21900,COOPER,COO,11.777,14.223,5.267,0.453,0
395,ZC000395,2200,COOPER,COO,4.019,5.981,2.452,0.402,0
396,ZC000396,22000,COOPER,COO,12.731,15.269,5.469,0.455,0
397,ZC000397,2203,COOPER,COO,4.936,7.064,2.732,0.411,0
398,ZC000398,2204,COOPER,COO,4.936,7.064,2.732,0.411,0
399,ZC000399,2205,COOPER,COO,4.936,7.064,2.732,0.411,0
400,ZC000400,2207,COOPER,COO,4.936,7.064,2.732,0.411,0
401,ZC000401,2208,COOPER,COO,4.936,7.064,2.732,0.411,0
402,ZC000402,22100,COOPER,COO,11.789,14.211,5.322,0.453,0
403,ZC000403,2211,COOPER,COO,4.931,7.069,2.717,0.411,0
404,ZC000404,2212,COOPER,COO,4.931,7.069,2.717,0.411,0
405,ZC000405,2213,COOPER,COO,4.931,7.069,2.717,0.411,0
406,ZC000406,2214,COOPER,COO,4.931,7.069,2.717,0.411,0
407,ZC000407,2215,COOPER,COO,4.931,7.069,2.717,0.411,0
408,ZC000408,22200,COOPER,COO,12.751,15.249,5.561,0.455,0
409,ZC000409,22300,COOPER,COO,13.841,16.159,6.432,0.461,0
410,ZC000410,22400,COOPER,COO,13.75,16.25,5.958,0.458,0
411,ZC000411,2300,COOPER,COO,4.931,7.069,2.717,0.411,0
412,ZC000412,2303,COOPER,COO,5.833,8.167,2.917,0.417,0
413,ZC000413,2304,COOPER,COO,5.833,8.167,2.917,0.417,0
414,ZC000414,2305,COOPER,COO,5.833,8.167,2.917,0.417,0
415,ZC000415,2306,COOPER,COO,5.833,8.167,2.917,0.417,0
416,ZC000416,2307,COOPER,COO,5.833,8.167,2.917,0.417,0
417,ZC000417,2308,COOPER,COO,5.833,8.167,2.917,0.417,0
418,ZC000418,2311,COOPER,COO,5.833,8.167,2.917,0.417,0
419,ZC000419,2312,COOPER,COO,5.833,8.167,2.917,0.417,0
420,ZC000420,2313,COOPER,COO,5.833,8.167,2.917,0.417,0
421,ZC000421,2314,COOPER,COO,5.833,8.167,2.917,0.417,0
422,ZC000422,2315,COOPER,COO,5.833,8.167,2.917,0.417,0
423,ZC000423,2400,COOPER,COO,5.833,8.167,2.917,0.417,0
424,ZC000424,2403,COOPER,COO,5.833,8.167,2.917,0.417,0
425,ZC000425,2404,COOPER,COO,5.833,8.167,2.917,0.417,0
426,ZC000426,2405,COOPER,COO,5.833,8.167,2.917,0.417,0
427,ZC000427,2406,COOPER,COO,5.833,8.167,2.917,0.417,0
428,ZC000428,2407,COOPER,COO,5.833,8.167,2.917,0.417,0
429,ZC000429,2408,COOPER,COO,5.833,8.167,2.917,0.417,0
430,ZC000430,2411,COOPER,COO,5.833,8.167,2.917,0.417,0
431,ZC000431,2412,COOPER,COO,5.833,8.167,2.917,0.417,0
432,ZC000432,2413,COOPER,COO,5.833,8.167,2.917,0.417,0
433,ZC000433,2414,COOPER,COO,5.833,8.167,2.917,0.417,0
434,ZC000434,2415,COOPER,COO,5.833,8.167,2.917,0.417,0
435,ZC000435,2500,COOPER,COO,5.833,8.167,2.917,0.417,0
436,ZC000436,2503,COOPER,COO,5.869,8.131,3.013,0.419,0
437,ZC000437,2504,COOPER,COO,5.869,8.131,3.013,0.419,0
438,ZC000438,2505,COOPER,COO,5.869,8.131,3.013,0.419,0
439,ZC000439,2506,COOPER,COO,5.869,8.131,3.013,0.419,0
440,ZC000440,2507,COOPER,COO,5.869,8.131,3.013,0.419,0
441,ZC000441,2508,COOPER,COO,5.869,8.131,3.013,0.419,0
442,ZC000442,2511,COOPER,COO,6.743,9.257,3.103,0.421,0
443,ZC000443,2512,COOPER,COO,6.743,9.257,3.103,0.421,0
444,ZC000444,2513,COOPER,COO,6.743,9.257,3.103,0.421,0
445,ZC000445,2514,COOPER,COO,6.743,9.257,3.103,0.421,0
446,ZC000446,2515,COOPER,COO,6.743,9.257,3.103,0.421,0
447,ZC000447,2600,COOPER,COO,6.743,9.257,3.103,0.421,0
448,ZC000448,2607,COOPER,COO,5.895,8.105,3.088,0.421,0
449,ZC000449,2608,COOPER,COO,5.895,8.105,3.088,0.421,0
450,ZC000450,2615,COOPER,COO,6.8,9.2,3.258,0.425,0
451,ZC000451,2700,COOPER,COO,6.8,9.2,3.258,0.425,0
452,ZC000452,2715,COOPER,COO,6.844,9.156,3.389,0.428,0
453,ZC000453,2800,COOPER,COO,6.844,9.156,3.389,0.428,0
454,ZC000454,2900,COOPER,COO,7.806,10.194,3.703,0.434,0
455,ZC000455,31000,COOPER,COO,5.853,8.147,2.971,0.418,0
456,ZC000456,31200,COOPER,COO,6.824,9.176,3.326,0.425,0
457,ZC000457,31300,COOPER,COO,5.927,8.073,3.184,0.423,0
458,ZC000458,31500,COOPER,COO,6.857,9.143,3.429,0.429,0
459,ZC000459,32000,COOPER,COO,7.864,10.136,3.9,0.437,0
460,ZC000460,3211,COOPER,COO,3.929,6.071,2.227,0.393,0
461,ZC000461,3212,COOPER,COO,3.929,6.071,2.227,0.393,0
462,ZC000462,3213,COOPER,COO,3.929,6.071,2.227,0.393,0
463,ZC000463,3214,COOPER,COO,3.929,6.071,2.227,0.393,0
464,ZC000464,3215,COOPER,COO,3.929,6.071,2.227,0.393,0
465,ZC000465,3300,COOPER,COO,3.929,6.071,2.227,0.393,0
466,ZC000466,3303,COOPER,COO,3.9,6.1,2.163,0.39,0
467,ZC000467,3304,COOPER,COO,3.9,6.1,2.163,0.39,0
468,ZC000468,3305,COOPER,COO,3.9,6.1,2.163,0.39,0
469,ZC000469,3306,COOPER,COO,3.9,6.1,2.163,0.39,0
470,ZC000470,3307,COOPER,COO,3.9,6.1,2.163,0.39,0
471,ZC000471,3308,COOPER,COO,3.9,6.1,2.163,0.39,0
472,ZC000472,3311,COOPER,COO,3.839,6.161,2.038,0.384,0
473,ZC000473,3312,COOPER,COO,3.839,6.161,2.038,0.384,0
474,ZC000474,3313,COOPER,COO,3.839,6.161,2.038,0.384,0
475,ZC000475,3314,COOPER,COO,3.839,6.161,2.038,0.384,0
476,ZC000476,3315,COOPER,COO,3.839,6.161,2.038,0.384,0
477,ZC000477,3400,COOPER,COO,3.839,6.161,2.038,0.384,0
478,ZC000478,3403,COOPER,COO,3.917,6.083,2.199,0.392,0
479,ZC000479,3404,COOPER,COO,3.917,6.083,2.199,0.392,0
480,ZC000480,3405,COOPER,COO,3.917,6.083,2.199,0.392,0
481,ZC000481,3406,COOPER,COO,3.917,6.083,2.199,0.392,0
482,ZC000482,3407,COOPER,COO,3.917,6.083,2.199,0.392,0
483,ZC000483,3408,COOPER,COO,3.917,6.083,2.199,0.392,0
484,ZC000484,3411,COOPER,COO,4.781,7.219,2.36,0.398,0
485,ZC000485,3412,COOPER,COO,4.781,7.219,2.36,0.398,0
486,ZC000486,3413,COOPER,COO,4.781,7.219,2.36,0.398,0
487,ZC000487,3414,COOPER,COO,4.781,7.219,2.36,0.398,0
488,ZC000488,3415,COOPER,COO,4.781,7.219,2.36,0.398,0
489,ZC000489,3500,COOPER,COO,4.781,7.219,2.36,0.398,0
490,ZC000490,3503,COOPER,COO,4.714,7.286,2.226,0.393,0
491,ZC000491,3504,COOPER,COO,4.714,7.286,2.226,0.393,0
492,ZC000492,3505,COOPER,COO,4.714,7.286,2.226,0.393,0
493,ZC000493,3506,COOPER,COO,4.714,7.286,2.226,0.393,0
494,ZC000494,3507,COOPER,COO,4.714,7.286,2.226,0.393,0
495,ZC000495,3508,COOPER,COO,4.714,7.286,2.226,0.393,0
496,ZC000496,3511,COOPER,COO,4.737,7.263,2.27,0.395,0
497,ZC000497,3512,COOPER,COO,4.737,7.263,2.27,0.395,0
498,ZC000498,3513,COOPER,COO,4.737,7.263,2.27,0.395,0
499,ZC000499,3514,COOPER,COO,4.737,7.263,2.27,0.395,0
500,ZC000500,3515,COOPER,COO,4.737,7.263,2.27,0.395,0
501,ZC000501,3600,COOPER,COO,4.737,7.263,2.27,0.395,0
502,ZC000502,3607,COOPER,COO,5.72,8.28,2.642,0.409,0
503,ZC000503,3608,COOPER,COO,5.72,8.28,2.642,0.409,0
504,ZC000504,3615,COOPER,COO,5.753,8.247,2.717,0.411,0
505,ZC000505,3700,COOPER,COO,5.753,8.247,2.717,0.411,0
506,ZC000506,3715,COOPER,COO,5.786,8.214,2.796,0.413,0
507,ZC000507,3800,COOPER,COO,5.786,8.214,2.796,0.413,0
508,ZC000508,3900,COOPER,COO,4.964,7.036,2.808,0.414,0
509,ZC000509,7320,CUSTOM,,4.891324,7.108676,2.087266,0.40761,1
510,ZC000510,6320,CUSTOM,,3.072762,4.927238,2.041039,0.384095,1
511,ZC000511,Generic small DGBB bore =< 25 mm,CUSTOM,,4,6,2.125,0.4,1
512,ZC000512,NU324,CUSTOM,,4.863158,7.136842,2.544152,0.4052632,1
513,ZC000513,NU324E,CUSTOM,,5.213542,7.786458,2.427357,0.4010417,1
514,ZC000514,22244,CUSTOM,,8.15,10.85,6.9,0.43,1
515,ZC000515,Generic DGBB bore > 25 mm,CUSTOM,,4.8,7.2,2.125,0.4,1
516,ZC000516,SKF,CUSTOM,,11.578,13.421,6.743,0.463,1
517,ZC000517,.1.1,CUSTOM,,6.6924,9.3078,5.955,0.4183,1
518,ZC000518,24096CA,CUSTOM,,8.18,10.8,3.38,0.57,1
519,ZC000519,6313,CUSTOM,,3.070829,4.929171,2.036311,0.3838536,1
520,ZC000520,N319,CUSTOM,,5.354237,7.645763,2.748403,0.4118644,1
521,ZC000521,22222CC,CUSTOM,,8.181691,10.81831,3.486096,0.4306153,1
522,ZC000522,C3224,CUSTOM,,8.155661,10.84434,3.462579,0.4292453,1
523,ZC000523,7020CD,CUSTOM,,9.65168,12.34832,3.880959,0.438713,1
524,ZC000524,408CRB,CUSTOM,,3.866667,6.133333,2.092549,0.386667,1
525,ZC000525,22322,CUSTOM,,6.174176,8.825824,2.671631,0.411612,1
526,ZC000526,6318,CUSTOM,,3.092857,4.907143,2.091331,0.386607,1
527,ZC000527,32222J2,CUSTOM,,8.490405,11.50959,3.116827,0.42452,1
528,ZC000528,32224J2,CUSTOM,,7.690152,10.30985,3.229712,0.427231,1
529,ZC000529,230/500,CUSTOM,,13.21983,15.78017,5.564467,0.455856,1
530,ZC000530,23244,CUSTOM,,8.172241,10.82776,3.414201,0.430118,1
531,ZC000531,22318,CUSTOM,,6.180763,8.819237,2.684865,0.412051,1
532,ZC000532,230/670,CUSTOM,,12.72273,15.27727,5.380811,0.454383,1
533,ZC000533,23248,CUSTOM,,8.165697,10.8343,3.395665,0.429774,1
534,ZC000534,22324ES,CUSTOM,,5.634,8.34,2.406,0.402,1
535,ZC000535,NCF18/630V,CUSTOM,,28.93812,32.06188,9.738284,0.474395,1
536,ZC000536,231/530,CUSTOM,,9.269024,11.73098,4.12661,0.441382,1
537,ZC000537,32211J2,CUSTOM,,8.010053,10.98995,3.002106,0.421582,1
538,ZC000538,32212J2,CUSTOM,,8.008557,10.99144,2.998942,0.421503,1
539,ZC000539,22238,CUSTOM,,8.203035,10.79696,3.539532,0.431739,1
540,ZC000540,6322,CUSTOM,,3.056686,4.943314,2.00227,0.382086,1
541,ZC000541,5216A,CUSTOM,,4.239172,5.760828,2.779779,0.423917,1
542,ZC000542,6007,CUSTOM,,4.599814,6.400186,2.97309,0.418165,1
543,ZC000543,New Bearing,CUSTOM,,2.6264,4.3736,1.87841,0.3752,1
544,ZC000544,1100_0%,FAFNIR,FAF,3.432,5.568,1.988,0.381,0
545,ZC000545,1100_10%,FAFNIR,FAF,3.448,5.552,1.992,0.383,0
546,ZC000546,1105,FAFNIR,FAF,3.565,5.435,2.303,0.396,0
547,ZC000547,1106_0%,FAFNIR,FAF,3.682,5.318,2.659,0.409,0
548,ZC000548,1106_10%,FAFNIR,FAF,3.693,5.307,2.658,0.41,0
549,ZC000549,1107_0%,FAFNIR,FAF,3.682,5.318,2.659,0.409,0
550,ZC000550,1107_10%,FAFNIR,FAF,3.693,5.307,2.658,0.41,0
551,ZC000551,1111_0%,FAFNIR,FAF,3.621,5.379,2.461,0.402,0
552,ZC000552,1111_10%,FAFNIR,FAF,3.634,5.366,2.464,0.404,0
553,ZC000553,1115_0%,FAFNIR,FAF,4.093,5.907,2.665,0.409,0
554,ZC000554,1115_10%,FAFNIR,FAF,4.107,5.893,2.668,0.411,0
555,ZC000555,1203_0%,FAFNIR,FAF,4.078,5.922,2.62,0.408,0
556,ZC000556,1203_10%,FAFNIR,FAF,4.091,5.909,2.619,0.409,0
557,ZC000557,200 K,FAFNIR,FAFNIR,2.527,4.473,1.66,0.361,0
558,ZC000558,200K,FAFNIR,FAF,2.5272,4.4724,1.6602,0.3612,0
559,ZC000559,201 K,FAFNIR,FAFNIR,2.553,4.447,1.712,0.365,0
560,ZC000560,201K,FAFNIR,FAF,2.5524,4.4472,1.7118,0.3648,0
561,ZC000561,201K_C4,FAFNIR,FAF,2.553,4.447,1.712,0.365,0
562,ZC000562,202 K,FAFNIR,FAFNIR,3.047,4.953,1.981,0.381,0
563,ZC000563,202 W,FAFNIR,FAFNIR,3.73,6.27,1.842,0.373,0
564,ZC000564,202K,FAFNIR,FAF,3.0474,4.9524,1.9806,0.381,0
565,ZC000565,202K_C4,FAFNIR,FAF,3.049,4.951,1.984,0.381,0
566,ZC000566,202W,FAFNIR,FAF,3.7302,6.27,1.8414,0.3732,0
567,ZC000567,203 K,FAFNIR,FAFNIR,3.053,4.947,1.994,0.382,0
568,ZC000568,203K,FAFNIR,FAF,3.0534,4.947,1.9938,0.3816,0
569,ZC000569,203_K,FAFNIR,FAF,2.525,4.475,1.656,0.361,0
570,ZC000570,204 K,FAFNIR,FAFNIR,3.052,4.948,1.992,0.382,0
571,ZC000571,204 W,FAFNIR,FAFNIR,3.697,6.303,1.788,0.37,0
572,ZC000572,204K,FAFNIR,FAF,3.0522,4.9476,1.992,0.3816,0
573,ZC000573,204KC5,FAFNIR,FAF,3.434,5.566,1.992,0.382,0
574,ZC000574,204K_C5,FAFNIR,FAF,3.051,4.949,1.988,0.381,0
575,ZC000575,204W,FAFNIR,FAF,3.6966,6.303,1.788,0.3696,0
576,ZC000576,205 K,FAFNIR,FAFNIR,3.572,5.428,2.322,0.397,0
577,ZC000577,205 W,FAFNIR,FAFNIR,4.639,7.361,2.091,0.387,0
578,ZC000578,205K,FAFNIR,FAF,3.5724,5.4276,2.322,0.3972,0
579,ZC000579,205K_C2,FAFNIR,FAF,3.571,5.429,2.318,0.397,0
580,ZC000580,205W,FAFNIR,FAF,4.6392,7.3608,2.091,0.3864,0
581,ZC000581,206 K,FAFNIR,FAFNIR,3.568,5.432,2.311,0.396,0
582,ZC000582,206 W,FAFNIR,FAFNIR,4.861,7.139,2.539,0.405,0
583,ZC000583,206K,FAFNIR,FAF,3.5682,5.4318,2.3112,0.3966,0
584,ZC000584,206K_C2,FAFNIR,FAF,3.568,5.432,2.311,0.396,0
585,ZC000585,206W,FAFNIR,FAF,4.8612,7.1394,2.5392,0.405,0
586,ZC000586,207 K,FAFNIR,FAFNIR,3.565,5.435,2.303,0.396,0
587,ZC000587,207 W,FAFNIR,FAFNIR,4.665,7.335,2.135,0.389,0
588,ZC000588,207K,FAFNIR,FAF,3.5652,5.4348,2.3034,0.396,0
589,ZC000589,207K_C4,FAFNIR,FAF,3.564,5.436,2.3,0.396,0
590,ZC000590,207W,FAFNIR,FAF,4.6644,7.3356,2.1354,0.3888,0
591,ZC000591,208 K,FAFNIR,FAFNIR,3.547,5.453,2.256,0.394,0
592,ZC000592,208 W,FAFNIR,FAFNIR,5.124,7.876,2.256,0.394,0
593,ZC000593,208K,FAFNIR,FAF,3.5478,5.4528,2.2566,0.3942,0
594,ZC000594,208K_C2,FAFNIR,FAF,3.547,5.453,2.256,0.394,0
595,ZC000595,208W,FAFNIR,FAF,5.124,7.8762,2.2566,0.3942,0
